ccn,name,state,city,homepage,cdm_indirect_url,cdm_url
050242,DOMINICAN HOSPITAL,CA,SANTA CRUZ,https://www.dignityhealth.org/,https://www.dignityhealth.org/bayarea/locations/dominican/patients-and-visitors/for-patients/billing-and-payment/hospital-pricing-transparency,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/bayarea/941196203_Dominican-Hospital_standardcharges.csv
10014F,US NAVAL HOSP,FL,KEY WEST,,,
053302,CHILDREN'S HOSP OF LOS ANGELES,CA,LOS ANGELES,https://www.chla.org/,https://www.chla.org/cost-estimator,https://www.chla.org/sites/default/files/atoms/files/951690977_childrens-hospital-of-los-angeles_standardcharges.xml_.zip
040088,MEDICAL CENTER OF SOUTH ARKANSAS,AR,EL DORADO,https://www.themedcenter.net/,https://www.themedcenter.net/pricing-information,https://www.themedcenter.net/Uploads/Public/Documents/charge-masters/710785071_Med%20Ctr%20of%20S%20Ark_standardcharges.csv
191304,NORTH CADDO MEDICAL CENTER,LA,VIVIAN,https://ncmcla.com/,https://ncmcla.com/price-transparency/,https://hospitalpricedisclosure.com/Default.aspx?ci=BJjMDMD*__*bCMJX36XzypOfA*-*
112013,"SELECT SPECIALTY HOSPITAL - AUGUSTA, INC",GA,AUGUSTA,https://www.selectspecialtyhospitals.com/,https://www.selectspecialtyhospitals.com/locations-and-tours/GA/Augusta/Augusta,https://resources.selectmedical.com/Pricing-Transparency/critical-illness-recovery/14-1842263_Select_Specialty_Hospital-Augusta_standardcharges.csv
170049,OLATHE MEDICAL CENTER,KS,OLATHE,https://www.olathehealth.org/,https://www.olathehealth.org/patients-and-visitors/billing-and-insurance-information/,https://www.olathehealth.org/wp-content/uploads/2022/05/48-0577664_Olathe-Medical-Center-Inc_standardcharges.zip
251302,MONROE REGIONAL HOSPITAL,MS,ABERDEEN,https://monroeregionalhospital.com/,https://monroeregionalhospital.com/patients-visitors/hospital-cost-data/,https://monroeregionalhospital.com/wp-content/uploads/2021/08/MRH-ABERDEEN-CHARGEMASTER.csv
230077,ASCENSION ST MARY'S HOSPITAL,MI,SAGINAW,https://healthcare.ascension.org/,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/380997730_ascension-st-marys-hospital_standardcharges.xlsx
149801,UNIVERSITY OF CHICAGO HOSPITALS,IL,CHICAGO,https://www.uchicagomedicine.org/,https://www.uchicagomedicine.org/patients-visitors/patient-information/billing/price-transparency,https://www.uchicagomedicine.org/-/media/files/pricing-transparency/file-option-3_the-university-of-chicago-medical-center_standardcharges.json
100150,LOWER KEYS MEDICAL CENTER,FL,KEY WEST,https://www.lkmc.com/,https://www.lkmc.com/pricing-information,https://www.lkmc.com/Uploads/Public/Documents/charge-masters/650905661_Lower%20Keys_standardcharges.csv
050243,DESERT REGIONAL MEDICAL CENTER,CA,PALM SPRINGS,https://www.desertcarenetwork.com/,https://www.desertcarenetwork.com/patients/pricing-info-estimates/hospital-pricing-information,https://www.desertcarenetwork.com/docs/global/standard-charges/752694137_desertregionalmedicalcenter_standardcharges.json
04008F,US AIR FORCE HOSP,AR,BLYTHEVILLE,,,
053303,RADY CHILDREN'S HOSPITAL - SAN DIEGO,CA,SAN DIEGO,https://www.rchsd.org/,https://www.rchsd.org/patients-visitors/price-transparency/,https://www.rchsd.org/documents/2020/12/machine-readable-file-of-services.xlsx/
112016,"REGENCY HOSPITAL COMPANY OF MACON, LLC",GA,MACON,https://www.regencyhospital.com/,https://www.regencyhospital.com/locations-and-tours/ga/macon/macon,https://resources.selectmedical.com/Pricing-Transparency/critical-illness-recovery/58-2658683_Regency_Hospital_of_Macon_standardcharges.csv
191305,ST JAMES PARISH HOSPITAL,LA,LUTCHER,https://www.sjph.org/,https://www.sjph.org/financial-services/,https://sjph.wpenginepowered.com/wp-content/uploads/2021/04/Machine-Readable-File.xlsx
251304,TALLAHATCHIE GENERAL HOSPITAL-CAH,MS,CHARLESTON,https://mytgh.com/,,
17005F,VA HOSP,KS,TOPEKA,https://www.va.gov/eastern-kansas-health-care/locations/colmery-oneil-veterans-administration-medical-center/,,
149802,LOYOLA UNIVERSITY MEDICAL CENTER,IL,MAYWOOD,https://www.loyolamedicine.org/,https://www.loyolamedicine.org/for-patients/billing-and-insurance/understanding-your-hospital-and-physician-charges,https://www.cdmpricing.com/9e429565947a702443ddf5fed7727f28/standard-charges
230078,LAKELAND HOSPITAL WATERVLIET,MI,WATERVLIET,https://www.spectrumhealthlakeland.org/,https://www.spectrumhealth.org/billing/price-estimates,https://assets.contentstack.io/v3/assets/blt7b132cfc09cf5e18/blt6b59919115f6946e/381368745_spectrum-health-lakeland-hospital-watervliet_standardcharges.json
050245,ARROWHEAD REGIONAL MEDICAL CENTER,CA,COLTON,https://www.arrowheadregional.org/,https://www.arrowheadregional.org/patients-visitors/billing-insurance/,https://search.hospitalpriceindex.com/hpi2/hospital/Arrowhead%20Regional%20Medical%20Center/8225
100151,MAYO CLINIC,FL,JACKSONVILLE,https://www.mayoclinic.org/,https://www.mayoclinic.org/patient-visitor-guide/billing-insurance/price-estimates/chargemaster,https://mcorgstatic.blob.core.windows.net/cms-price/590714831_mayo-clinic-florida_standardcharges.csv
053304,CHILDREN'S HOSPITAL OF ORANGE COUNTY,CA,ORANGE,https://www.choc.org/,https://www.choc.org/patients-family/pricing-transparency/,
04009F,VA HOSP,AR,FAYETTEVILLE,https://www.va.gov/fayetteville-arkansas-health-care/locations/fayetteville-va-medical-center/,,
191306,WEST FELICIANA PARISH HOSPITAL,LA,SAINT FRANCISVILLE,https://www.wfph.org/,https://www.wfph.org/patients-visitors/standard-price/,https://www.wfph.org/wp-content/uploads/2021/11/West-Feliciana-Parish-Hospital-Standard-Charges-10-20-22.csv
112017,"LANDMARK HOSPITAL OF ATHENS, LLC",GA,ATHENS,https://www.landmarkhospitals.com/,https://www.landmarkhospitals.com/pricing-transparency/,
170068,SOUTHWEST MEDICAL CENTER,KS,LIBERAL,http://www.swmedcenter.com/,http://www.swmedcenter.com/index.php/billing/billing-information-pricing/,
251305,LAWRENCE COUNTY HOSPITAL CAH,MS,MONTICELLO,https://www.smrmc.com/,https://www.smrmc.com/patient-visitors/pricing-information/,https://pricetransparency.blob.core.windows.net/smrmc/640468873_lawrencecountyhospital_standardcharges.csv
23007F,US AIR FORCE HOSP,MI,MOUNT CLEMENS,,,
149803,RUSH UNIVERSITY MEDICAL CENTER,IL,CHICAGO,https://www.rush.edu/,https://www.rush.edu/patients-visitors/billing/transparency-coverage,https://www.allegiancecosttransparency.com/2022-07-01_RUSH_UNIVERSITY_MEDICAL_CENTER_index.json
100154,SOUTH MIAMI HOSPITAL,FL,SOUTH MIAMI,https://baptisthealth.net/,https://baptisthealth.net/locations/hospitals/south-miami-hospital-pricing,https://baptisthealth.net/-/media/documents/patient-resources/patient-pricing/hospital-price-transparency-february-2022/59-0872594_south-miami-hospital-inc_standardcharges.ashx
050248,NATIVIDAD MEDICAL CENTER,CA,SALINAS,https://www.natividad.com/,https://www.natividad.com/insurance-and-billing/,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbNMCSALINASCA&type=CDMWithoutLabel
04010F,VA HOSP,AR,LITTLE ROCK,,,
053305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,CA,PALO ALTO,https://www.stanfordchildrens.org/,https://www.stanfordchildrens.org/en/patient-family-resources/finance-assistance/pricing-transparency,https://www.stanfordchildrens.org/config-public/charges/02112022-mrf-lucile-packard-childrens-hospital-stanford.json
112018,LANDMARK HOSPITAL OF SAVANNAH,GA,SAVANNAH,https://www.landmarkhospitals.com/,,
191307,DEQUINCY MEMORIAL HOSPITAL,LA,DEQUINCY,https://dequincymemorial.com/,https://dequincymemorial.com/patient-visitor-resources/chargemaster-transparency/,https://s3.amazonaws.com/ycubaa-production-marlin-1-charge-management-public/facilities/d191002b-0c8e-4cf4-9961-812ba9c00557/844422249_NORTHERN%20LOUISIANA%20MEDICAL%20CENTER_standardcharges.zip
17006F,VA HOSP WADSWORTH,KS,LEAVENWORTH,,,
251306,PERRY COUNTY GENERAL HOSPITAL,MS,RICHTON,https://www.forresthealth.org/,https://www.forresthealth.org/forrest-health-price-transparency/,https://cdn.forresthealth.org/chargedata/FGH%20Files/646001587_Marion%20General%20Hospital_Standardcharges.json
230080,MCLAREN CENTRAL MICHIGAN,MI,MOUNT PLEASANT,https://www.mclaren.org/,https://www.mclaren.org/main/mclaren-charge-master-files,https://www.mclaren.org/Uploads/Public/Documents/corporate/ChargeMasterFile/2022/38-1420304_McLarenCentral_standardcharges.csv
100156,HCA FLORIDA LAKE CITY HOSPITAL,FL,LAKE CITY,https://www.hcafloridahealthcare.com/,https://www.hcafloridahealthcare.com/patient-resources/patient-financial-resources/pricing-transparency-cms-required-file-of-standard-charges,https://hcah-p-001-delivery.stylelabs.cloud/api/public/content/7fa2a3afff9c4647a411e4dff8d9de7f
149804,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,IL,CHICAGO,https://www.luriechildrens.org/,https://www.luriechildrens.org/en/patients-visitors/billing-financial-assistance/understanding-hospital-charges/,https://www.luriechildrens.org/globalassets/media/pages/patients--visitors/billing--financial-assistance/36-2170833_ann_and_robert_h_lurie_childrens_hospital_of_chicago_standardcharges.csv
040114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,AR,LITTLE ROCK,https://www.baptist-health.com/,https://www.baptist-health.com/hospital-charges-and-negotiated-rates/,https://bhco.wpenginepowered.com/wp-content/uploads/2022/03/710236856_BHMC-LR_StandardCharges.xlsx
05024F,FEDERAL CORRECTIONAL INSTITUTE HOSP,CA,LOMPOC,,,
113028,ROOSEVELT WARM SPRINGS REHABILITATION HOSPITAL,GA,WARM SPRINGS,https://www.augustahealth.org/,https://www.augustahealth.org/billing/patient-pricing,https://dl2.boxcloud.com/d/1/b1!V0tj5XomJSgnsQzSCfuyyQI375A0nknrQb-0blrox6Ws0e1XuggTMJ3YBQduFWyPmVCKN52JoTFW2NwMuS3xhwPBUgKvTmpqWwgjmoJ4UhJBcfS42d7Y6K3Lm9GDwEDDc2c6Kjcr6CXbrq_ZalagdRN4TRDDxyZfIHLomZegnG0-5dXYMvYlZriQNSjmuZOVAQ__o3swQY5FgGcRrxxfHRBI5qnBV2TzPLaqy7wOU4EgGcOt3R-xlagD7oY8XrJUfMCc0bmB1MI8v3lyBG17z0GTjW2rY9ltOlIu-wtbS2YBm4OStya5QDlqojw-aN3O6rw-5G-JJHH13dftr6YiyjeI5qvZPBq-_Pw01yUhbDbP2IAmRdaTRUh-MM8F0w16o7m0Y5S_nYsmLlsyAsi3O9qUubb2lr4mY7sTJ61xlV_DAGKpmxoAsSVZQcHB18YzVdDLpozK8EWz6AEXfZBcZC9Bacaq9Y7oOtqUHnqxWSfztcVZoJP9lQF9fF4bnEOQvD0WjhdkD_VoY9d_TW1B9wIKMy2PL8XB0bunJAXR5MdaRUCCTrqoBvrQbeOLhzqHA09m8k7uEq4YsMk9YRBs1BF8tBiTSmkV7oqz65d7xqgTYPVF-Gv3YDNmqIfP-AGlAIw3fH1XBnhwJcsK1jETHWNh5YtJqy-xfQlkjNolnqvzdFPhsuwRAgKObZz6dCSjYZvKBj-Ax4uK4YvoYUW63hDzXwFYpBovQJi6YK5YNn_vltusKsKRW25ExXeJdxoXO37evWq0N96-X3tzuQ9GYC5p5AK4J7j81zxP4h3RZ4WtdMJAiqRS_SYKaFCjOuCIK8pd1mTYoDknhshViwENhxBm6q2sUs0EILBxrMo-EK5Hr1GN0g9DfulhN5gNlFK9SPQJb0w_dBY_P5ivUKl7gAs8HxKCRNpBhmMJdw22HULhcJFiQFEH6LPtvl9lJ2d0tADrQ3fOuCbCc7gu_xc66LL9HdTcse0of0GtjUwXTq9SaMe1inHdGwWdo24bjqOXbPC31SyFVyQ1sMsFmZb2yJVPi-NmziZVLZe-vBgcS2kL-kD1EMTlFLFiyV2l3Sp5Tk7W48AdGRDGnZoA6Qls-YJZ4pyJ3-ouqERQ_Wuv0VQzrI6AneLIMBLVQYM13zwpIvdBnPQn8QTPlFQp_NSxMwNjhlzRMG9ecD0cmKBV6rAYlocNpQY1wGXinH35ACf8hoJ3-3TUz41aFZRJcCrbq_BRcJqskNOQDvZsRVH0svKECUKlbTHkPR_3vBy5UKVoeZHMOqPOXz_b_91L8_6Gm0xf-W5F3jKGGRn1fGKmGpwm_CZoz4mvQmEJOxKSSzwLRTmaFdjSC6JC3SiIk-9VQVe5pTLnl6vo9QrUMpb60SRNQDZZLGL_QJnX/download
053306,CHILDREN'S HOSPITAL AT MISSION,CA,MISSION VIEJO,https://www.choc.org/,,
170074,GEARY COMMUNITY HOSPITAL,KS,JUNCTION CITY,https://gearycommunityhospital.org/,https://secure.claraprice.net/price-transparency/geary,https://secure.claraprice.net/price-transparency/5f8e2dd625/machine-readable/48-6019273_geary-community-hospital_standardcharges.json
191308,PREVOST MEMORIAL HOSPITAL,LA,DONALDSONVILLE,http://www.prevosthospital.net/index.html,,
230081,MUNSON HEALTHCARE CADILLAC HOSPITAL,MI,CADILLAC,https://www.munsonhealthcare.org/,https://www.munsonhealthcare.org/patients-visitors/munson-healthcare-chargemaster-information,https://search.hospitalpriceindex.com/hpi2/hospital/Munson%20Healthcare%20Cadillac%20Hospital/8134
251307,NOXUBEE GENERAL CRITICAL ACCESS HOSP,MS,MACON,https://www.ngcah.com/noxubee-general-hospital,https://www.ngcah.com/noxubee-general-hospital,https://c305d81f-0813-4970-9fc6-fb43271af451.filesusr.com/ugd/a27d8b_7e385b5aa2224501acb6a7677e70734e.xlsx
149805,UNIVERSITY OF ILLINOIS MEDICAL CENTER,IL,CHICAGO,https://hospital.uillinois.edu/,https://hospital.uillinois.edu/patients-and-visitors/patient-information/billing-and-pricing/price-and-estimates,https://hospital.uillinois.edu/documents/PatientAndVisitors/billing/Hospital-Charge-Master.xlsx
100157,LAKELAND REGIONAL MEDICAL CENTER,FL,LAKELAND,https://www.mylrh.org/medical-center/,https://www.mylrh.org/pricetransparency/,https://lrh.filecloudonline.com/ui/core/index.html?mode=single&path=/SHARED/%21CvlWlO7WE0MTHHt35LmZhL0dYrHaz8hdoHWnBj6/zQOjKq9L7EBzQWDX&shareto=
050254,MARSHALL MEDICAL CENTER,CA,PLACERVILLE,https://www.marshallmedical.org/,https://www.marshallmedical.org/patients-visitors/patient-information/insurance-billing-information/,https://www.marshallmedical.org/documents/content/HOSPITAL-SERVICES-11012021.xlsx
040118,NEA BAPTIST MEMORIAL HOSPITAL,AR,JONESBORO,https://www.baptistonline.org/,https://www.baptistonline.org/estimate-my-costs,https://sites.bmhcc.org/-/media/Pricing-Documents/AR/26-1214372_NEA-Baptist_STANDARDCHARGES.zip
053308,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,CA,ORANGE,https://healthbridgecc.com/,,
113029,ATRIUM HEALTH NAVICENT REHABILITATION HOSPITAL,GA,MACON,https://navicenthealth.org/,https://navicenthealth.org/for-patients-and-visitors/pt,https://navicenthealth.org/files/30-0371539_CentralGeorgiaRehabilitationHospital_StandardCharges.json
170075,"MERCY HOSPITAL, INC",KS,MOUNDRIDGE,https://www.mercyh.org/,https://www.mercyh.org/pricing/,https://www.mercyh.org/wp-content/uploads/2022/02/2022_machine_readable_pricing_file-2.csv
230085,BRONSON SOUTH HAVEN HOSPITAL,MI,SOUTH HAVEN,https://www.bronsonhealth.com/,https://www.bronsonhealth.com/help/billing/standard-charges/,https://search.hospitalpriceindex.com/hpi2/hospital/Bronson%20South%20Haven%20Hospital/7811
191309,HOOD MEMORIAL HOSPITAL,LA,AMITE,https://www.hoodmemorial.com/,https://www.hoodmemorial.com/hospital-price-transparency,https://assets.website-files.com/580e3854d2d6f3fd576abff7/5fece15a19c71c7683a17172_Hospital%20Standard%20Charge.xlsx
251308,PONTOTOC HEALTH SERVICE CAH,MS,PONTOTOC,https://www.nmhs.net/,https://www.nmhs.net/patient-family-information/price-estimate/,https://www.nmhs.net/app/files/public/45435348-32b5-41d6-872d-3371772627ae/NMMC%20Pontotoc%20Standard%20Charges.2.csv
149806,NORTHWESTERN MEMORIAL HOSPITAL,IL,CHICAGO,https://www.nm.org/,https://www.nm.org/patients-and-visitors/billing-and-insurance/chargemaster,https://www.nm.org/-/media/northwestern/resources/patients-and-visitors/billing-and-insurance/37-0960170-northwestern-memorial-hospital-standard-charges.csv
10015F,NORTH FL/SOUTH GA VETERANS HEALTH SYSTE,FL,LAKE CITY,https://www.va.gov/north-florida-health-care/,,
040119,WHITE RIVER MEDICAL CENTER,AR,BATESVILLE,https://whiteriverhealth.org/,https://pricetransparency.accureg.net/whiteriver,https://pricetransparency.blob.core.windows.net/whiteriver/71-0411459_whiterivermedicalcenter_standardcharges.csv
050257,GOOD SAMARITAN HOSPITAL,CA,BAKERSFIELD,https://www.goodsamhospital.com/,,
113030,"WALTON REHAB HOSPITAL, AFFILIATE OF ENCOMPASS HLTH",GA,AUGUSTA,https://encompasshealth.com/,https://encompasshealth.com/locations/waltonrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/46-1318969_walton-rehabilitation-hospital-an-affiliate-of-encompass-health_standardcharges.csv
053309,MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,CA,LONG BEACH,https://www.millerchildrens.memorialcare.org/,,
230089,"BEAUMONT HOSPITAL, GROSSE POINTE",MI,GROSSE POINTE,https://www.beaumont.org/,https://www.beaumont.org/patients-families/billing/pricing/beaumont-health-price-transparency-information,https://www.beaumont.org/docs/default-source/default-document-library/cdm-documents/2022/hospital-charges/381459362_beaumont-hospital-grosse-pointe_hospital-standardcharges.csv
17007F,US AIR FORCE HOSP,KS,WICHITA,,,
251309,FIELD HEALTH SYSTEM,MS,CENTREVILLE,https://fhsms.org/,http://fhsms.org/patient-portal/,http://fhsms.org/wp-content/uploads/2015/11/FHSCHARGEMASTER.csv
191310,FRANKLIN FOUNDATION HOSPITAL,LA,FRANKLIN,https://www.franklinfoundation.org/,https://www.franklinfoundation.org/cms-hospital-price-transparency,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbFFHFRANKLINLA&type=CDMWithoutLabel
100161,HCA FLORIDA LAKE MONROE HOSPITAL,FL,SANFORD,https://www.hcafloridahealthcare.com/,https://www.hcafloridahealthcare.com/patient-resources/patient-financial-resources/pricing-transparency-cms-required-file-of-standard-charges,https://hcah-p-001-delivery.stylelabs.cloud/api/public/content/0012e66831374f6da9a97480a0bec9b3
149807,ST FRANCIS MEDICAL CENTER TRANSPLANT,IL,PEORIA,https://www.osfhealthcare.org/,https://www.osfhealthcare.org/osf/forms/price-estimate-request/standard-charges/,https://www.osfhealthcare.org/media/filer_public/85/84/85841b2e-8e39-4f29-adb6-13aa9d904cad/370662569_saint-francis-medical-center_standardcharges.xlsx
05025F,VA HOSP,CA,FRESNO,https://www.va.gov/central-california-health-care/,,
04011F,VA HOSP,AR,NORTH LITTLE ROCK,,,
053311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,CA,SACRAMENTO,https://www.shrinerschildrens.org/en,https://www.shrinerschildrens.org/en/standard-charges,https://www.shrinerschildrens.org/-/media/files/shc/other/standard-charges/2021/shriners_norcal_draft_mr_cdm_210623_v1_final.ashx
113031,EMORY REHABILITATION HOSPITAL,GA,ATLANTA,https://www.emoryhealthcare.org/,https://www.emoryhealthcare.org/patients-visitors/price-transparency.html,https://www.emoryhealthcare.org/ui/pricing-transparency/json/2022/113031_emory-rehabilitation-hospital_standardcharges.json
170086,STORMONT VAIL HOSPITAL,KS,TOPEKA,https://www.stormontvail.org/,https://www.stormontvail.org/patient-resources/cost-of-care/,https://www.stormontvail.org/wp-content/uploads/480543789_STORMONTVAIL_STANDARDCHARGE_10242022.txt
23008F,US AIR FORCE HOSP,MI,OSCODA,,,
191311,BUNKIE GENERAL HOSPITAL,LA,BUNKIE,https://www.bunkiegeneralhealth.com/,,
251312,TYLER HOLMES MEMORIAL HOSPITAL CAH,MS,WINONA,https://thmh.org/,https://apps.para-hcfs.com/PTT/FinalLinks/TylerHolmes_V3.aspx,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbTHMHWINONAMS&type=CDMWithoutLabel
149808,MEMORIAL MEDICAL CENTER,IL,SPRINGFIELD,https://memorial.health/,https://memorial.health/financial/price-transparency/,https://memorial.health/Resources/c16d4818-5a84-4f89-85dc-373b1c474c58/370661220-Memorial-Medical-Center-standardcharges.csv
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,FL,SARASOTA,https://www.hcafloridahealthcare.com/,https://www.hcafloridahealthcare.com/patient-resources/patient-financial-resources/pricing-transparency-cms-required-file-of-standard-charges,https://hcah-p-001-delivery.stylelabs.cloud/api/public/content/31998a84b61e485d849e422086acf559
040132,LEVI HOSPITAL,AR,HOT SPRINGS,https://www.levihospital.com/,https://www.levihospital.com/price-transparency,https://irp.cdn-website.com/d9154e9e/files/uploaded/charge%20master%205.2.pdf
050261,SIERRA VIEW MEDICAL CENTER,CA,PORTERVILLE,https://www.sierra-view.com/locations/sierra-view-medical-center/,https://www.sierra-view.com/patients-visitors/price-transparency-and-charge-master/,https://www.sierra-view.com/documents/charge-master/941397461_Sierra-View-Medical-Center_standardcharges_010122.csv
113032,REHABILITATION HOSPITAL OF NEWNAN,GA,NEWNAN,https://encompasshealth.com/,https://encompasshealth.com/locations/newnanrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/27-3390540_rehabilitation-hospital-of-newnan_standardcharges.csv
054009,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,CA,LOS ANGELES,https://www.uclahealth.org/,,
230092,HENRY FORD HEALTH JACKSON HOSPITAL,MI,JACKSON,https://www.henryford.com/,https://www.henryford.com/visitors/billing/cost-of-care/hospital-standard-charges,https://www.henryford.com/-/media/files/henry-ford/patients-visitors/billing/2022-standard-charges/101000-parent-hfhs-henry-ford-hospital-and-health-network-standardcharges.zip
17008F,VA HOSP,KS,WICHITA,https://www.va.gov/wichita-health-care/,,
251313,BAPTIST MEDICAL CENTER-YAZOO,MS,YAZOO CITY,https://www.baptistonline.org/,https://www.baptistonline.org/estimate-my-costs,https://sites.bmhcc.org/-/media/Pricing-Documents/MS/64-0844470_MBMC-Yazoo_STANDARDCHARGES.zip
191312,CHRISTUS COUSHATTA HEALTH CARE CENTER,LA,COUSHATTA,https://www.christushealth.org/,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/pricing-transparency/machine-readable-files-for-price-transparency_may-2022-update/patient-resources/720408984_coushattahealthcarecenter_standardcharges.ashx
100167,HCA FLORIDA MERCY HOSPITAL,FL,MIAMI,https://plantationgeneral.com/,https://www.hcafloridahealthcare.com/patient-resources/patient-financial-resources/pricing-transparency-cms-required-file-of-standard-charges,https://hcah-p-001-delivery.stylelabs.cloud/api/public/content/68156fcfdba24cda845f53c2353116ad
149809,ADVOCATE CHRIST MEDICAL CENTER,IL,OAK LAWN,https://www.advocatehealth.com/,https://www.advocatehealth.com/about-us/financial-assistance-for-patients/hospital-pricing-information,https://www.advocatehealth.com/assets/documents/hospital-pricing-information/362169147_advocate-christ-medical-center_standardcharges.xml
050262,RONALD REAGAN U C L A MEDICAL CENTER,CA,LOS ANGELES,https://www.uclahealth.org/,https://www.uclahealth.org/patients-families/billing-insurance/price-transparency/machine-readable-files,https://uclahealth.s3-us-west-1.amazonaws.com/price-transparency/rr-sm-machine-readable-2022.json
040134,"ARKANSAS HEART HOSPITAL, LLC",AR,LITTLE ROCK,https://www.arheart.com/,https://pricing.arheart.com/pt-machinereadable.html,https://assets.changehealthcare.com/Shop/PROD/static/ArkansasHeart/56-1993245_ArkansasHeart_standardcharges.csv.zip
054028,GATEWAYS HOSP  MENTAL HEALTH CTR,CA,LOS ANGELES,https://www.gatewayshospital.org/,,
113033,ENCOMPASS HEALTH REHAB HOSPITAL OF SAVANNAH,GA,SAVANNAH,https://encompasshealth.com/,https://encompasshealth.com/locations/savannahrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/47-1281407_encompass-health-rehabilitation-hospital-of-savannah_standardcharges.csv
170103,NMC HEALTH,KS,NEWTON,https://www.mynmchealth.org/,https://www.mynmchealth.org/patients-visitors/price-transparency/,https://www.mynmchealth.org/wp-content/uploads/2021/01/NMC_WebSite_Prices_12012020.csv
230093,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,MI,BIG RAPIDS,https://www.spectrumhealth.org/,https://www.spectrumhealth.org/billing/price-estimates,https://assets.contentstack.io/v3/assets/blt7b132cfc09cf5e18/blt2916cf6a33ea44b1/381368744_spectrum-health-big-rapids-hospital_standardcharges.json
191313,RIVERSIDE MEDICAL CENTER,LA,FRANKLINTON,https://www.rmchospital.com/,,
251315,BAPTIST MEDICAL CENTER-LEAKE,MS,CARTHAGE,https://www.baptistonline.org/,https://www.baptistonline.org/estimate-my-costs,https://sites.bmhcc.org/-/media/Pricing-Documents/MS/45-2896080_MBMC-Leake_STANDARDCHARGES.zip
150001,JOHNSON MEMORIAL HOSPITAL,IN,FRANKLIN,https://www.johnsonmemorial.org/,https://www.balladhealth.org/patients-visitors/price-estimator-standard-charges,https://balladhealth.box.com/s/kcbveota5k5fxc2rljzzdcf25ymrorpj
100168,BOCA RATON REGIONAL HOSPITAL,FL,BOCA RATON,https://www.brrh.com/,https://baptisthealth.net/locations/hospitals/boca-raton-regional-hospital-pricing,https://baptisthealth.net/-/media/documents/patient-resources/patient-pricing/hospital-price-transparency-february-2022/59-1006663_boca-raton-regional-hospital-inc_standardcharges.ashx
040137,ST VINCENT MEDICAL CENTER/NORTH,AR,SHERWOOD,https://www.chistvincent.com/,https://www.chistvincent.com/patients-visitors/standard-charges,https://www.chistvincent.com/docs/default-source/transparency/710236917_chi-st-vincent-north_standardcharges.csv
05026F,VA HOSP LIVERMORE,CA,LIVERMORE,https://www.va.gov/palo-alto-health-care/locations/palo-alto-va-medical-center-livermore/,,
113034,ENCOMPASS HEALTH REHABILITATION HOSPITAL CUMMING,GA,CUMMING,https://encompasshealth.com/,https://encompasshealth.com/locations/cummingrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/46-5003520_encompass-health-rehabilitation-hospital-of-cumming_standardcharges.csv
054032,BHC ALHAMBRA HOSP,CA,ROSEMEAD,https://www.bhcalhambra.com/,https://www.bhcalhambra.com/standard-services/,https://uhsfilecdn.eskycity.net/bh/621658521-alhambra-standard_charges.csv
230095,MYMICHIGAN MEDICAL CENTER WEST BRANCH,MI,WEST BRANCH,https://www.mymichigan.org/,https://www.mymichigan.org/patients-visitors/billing-insurance/cost-estimates/,https://www.mymichigan.org/app/files/public/967b0974-cff5-453b-b79a-af75d75813b5/464088182_midmichigan-medical-center-west-branch_standardcharges.csv
170104,ADVENTHEALTH SHAWNEE MISSION,KS,SHAWNEE MISSION,https://www.adventhealth.com/,https://www.adventhealth.com/pricelist,https://www.adventhealth.com/sites/default/files/CDM/2022/480637331_AdventHealthShawneeMission_standardcharges.json
251316,H C WATKINS MEMORIAL HOSPITAL INC,MS,QUITMAN,https://www.ochsnerrush.org/,https://www.ochsnerrush.org/patients-visitors/hospital-pricing-transparency/,https://www.ochsnerrush.org/sites/rhs/assets/File/Patients%20and%20Visitors/Pricing%20Transparency/HC-Watkins-Memorial-Hospital-2021.csv
